Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	collected_by	Collection_date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host_disease	Host	Instrument	Isolate	Isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SPECID	SRA Study	lib	type	days_post_onset
SRR6121419	WGS	252	819242928	PRJNA412631	SAMN07722307	Pathogen.cl	353717341	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-16	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233900	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50809	throat swab	42.284062 N 83.727127 W	MH8160_A_HK8	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8160	MH8160	SRP119147	HK8	clinical	2.0
SRR6121418	WGS	252	684810504	PRJNA412631	SAMN07722293	Pathogen.cl	306933334	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-13	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233901	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50677	throat swab	42.284062 N 83.727127 W	HS1455_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1455	HS1455	SRP119147	HK6	clinical	0.0
SRR6121417	WGS	252	865824372	PRJNA412631	SAMN07722293	Pathogen.cl	425068228	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-13	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233902	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50677	throat swab	42.284062 N 83.727127 W	HS1455_B_HK1	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1455	HS1455	SRP119147	HK1	clinical	0.0
SRR6121416	WGS	252	692496756	PRJNA412631	SAMN07722370	Pathogen.cl	313252362	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-15	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233903	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51336	throat swab	42.284062 N 83.727127 W	HS1445_B_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1445	HS1445	SRP119147	HK6	clinical	0.0
SRR6121415	WGS	252	722607732	PRJNA412631	SAMN07722237	Pathogen.cl	331666082	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-13	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233904	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50232	throat swab	42.284062 N 83.727127 W	HS1448_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1448	HS1448	SRP119147	HK6	clinical	1.0
SRR6121414	WGS	252	765925020	PRJNA412631	SAMN07722237	Pathogen.cl	366769442	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-13	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233905	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50232	throat swab	42.284062 N 83.727127 W	HS1448_B_HK1	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1448	HS1448	SRP119147	HK1	clinical	1.0
SRR6121413	WGS	252	1192841496	PRJNA412631	SAMN07722363	Pathogen.cl	548049792	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-12	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233906	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51220	throat swab	42.284062 N 83.727127 W	HS1450_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1450	HS1450	SRP119147	HK6	clinical	-1.0
SRR6121421	WGS	252	730800252	PRJNA412631	SAMN07722304	Pathogen.cl	324801352	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-16	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233898	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50785	throat swab	42.284062 N 83.727127 W	MH8159_A_HK8	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8159	MH8159	SRP119147	HK8	clinical	2.0
SRR6121412	WGS	252	820232784	PRJNA412631	SAMN07722358	Pathogen.cl	384902291	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-08	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233907	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51132	throat swab	42.284062 N 83.727127 W	HS1425_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1425	HS1425	SRP119147	HK6	clinical	2.0
SRR6121410	WGS	252	733728492	PRJNA412631	SAMN07722308	Pathogen.cl	326533685	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-10	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233909	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50812	throat swab	42.284062 N 83.727127 W	HS1427_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1427	HS1427	SRP119147	HK6	clinical	0.0
SRR6121409	WGS	252	920666376	PRJNA412631	SAMN07722308	Pathogen.cl	451755728	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-10	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233910	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50812	throat swab	42.284062 N 83.727127 W	HS1427_B_HK1	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1427	HS1427	SRP119147	HK1	clinical	0.0
SRR6121408	WGS	252	793599408	PRJNA412631	SAMN07722132	Pathogen.cl	417344199	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2011-02-03	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233911	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	300341	throat swab	42.284062 N 83.727127 W	1125_perth_2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1125	M53769	SRP119147	perth_2	clinical	3.0
SRR6121407	WGS	252	975365748	PRJNA412631	SAMN07722223	Pathogen.cl	476873440	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2015-01-13	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233912	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50143	throat swab	42.284062 N 83.727127 W	MH9045_A_HK1	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH9045	MH9045	SRP119147	HK1	clinical	2.0
SRR6121406	WGS	252	1050790860	PRJNA412631	SAMN07722131	Pathogen.cl	536877095	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2011-01-27	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233913	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	301530	throat swab	42.284062 N 83.727127 W	1122_perth	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1122	M53672	SRP119147	perth	clinical	2.0
SRR6121405	WGS	252	520566228	PRJNA412631	SAMN07722229	Pathogen.cl	219089736	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-22	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233914	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50168	throat swab	42.284062 N 83.727127 W	MH7505_A_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH7505	MH7505	SRP119147	HK7	clinical	1.0
SRR6121337	WGS	252	827287776	PRJNA412631	SAMN07722145	Pathogen.cl	414654606	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2011-03-11	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233982	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	300294	throat swab	42.284062 N 83.727127 W	1165_perth	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1165	M54586	SRP119147	perth	clinical	4.0
SRR6121403	WGS	252	1099316484	PRJNA412631	SAMN07722130	Pathogen.cl	552735956	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2011-01-27	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233916	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	301529	throat swab	42.284062 N 83.727127 W	1121_perth	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1121	M53671	SRP119147	perth	clinical	2.0
SRR6121411	WGS	252	649476324	PRJNA412631	SAMN07722358	Pathogen.cl	315009342	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-08	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233908	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51132	throat swab	42.284062 N 83.727127 W	HS1425_B_HK1	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1425	HS1425	SRP119147	HK1	clinical	2.0
SRR6121392	WGS	252	859983768	PRJNA412631	SAMN07722223	Pathogen.cl	410552037	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2015-01-13	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233927	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50143	throat swab	42.284062 N 83.727127 W	MH9045_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH9045	MH9045	SRP119147	HK2	clinical	2.0
SRR6121422	WGS	252	921383820	PRJNA412631	SAMN07722302	Pathogen.cl	453256497	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-16	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233897	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50784	throat swab	42.284062 N 83.727127 W	MH8158_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8158	MH8158	SRP119147	HK2	clinical	1.0
SRR6121425	WGS	252	834570072	PRJNA412631	SAMN07722225	Pathogen.cl	387909992	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-16	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233894	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50161	throat swab	42.284062 N 83.727127 W	MH8156_A_HK8	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8156	MH8156	SRP119147	HK8	clinical	3.0
SRR6121454	WGS	252	554941044	PRJNA412631	SAMN07722241	Pathogen.cl	253298006	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-07	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233865	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50261	throat swab	42.284062 N 83.727127 W	HS1393_B_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1393	HS1393	SRP119147	HK6	clinical	1.0
SRR6121453	WGS	252	1156740732	PRJNA412631	SAMN07722324	Pathogen.cl	533228556	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-05	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233866	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50935	throat swab	42.284062 N 83.727127 W	HS1392_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1392	HS1392	SRP119147	HK6	clinical	0.0
SRR6121452	WGS	252	643917708	PRJNA412631	SAMN07722376	Pathogen.cl	290725247	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-06	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233867	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51439	throat swab	42.284062 N 83.727127 W	HS1391_B_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1391	HS1391	SRP119147	HK6	clinical	0.0
SRR6121451	WGS	252	480923352	PRJNA412631	SAMN07722374	Pathogen.cl	205986466	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-07	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233868	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51438	throat swab	42.284062 N 83.727127 W	HS1390_A_HK8	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1390	HS1390	SRP119147	HK8	clinical	0.0
SRR6121450	WGS	252	1182847680	PRJNA412631	SAMN07722356	Pathogen.cl	543644627	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-08	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233869	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51106	throat swab	42.284062 N 83.727127 W	HS1405_B_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1405	HS1405	SRP119147	HK6	clinical	2.0
SRR6121449	WGS	252	649378800	PRJNA412631	SAMN07722326	Pathogen.cl	318593881	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-04	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233870	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50967	throat swab	42.284062 N 83.727127 W	HS1402_B_HK1	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1402	HS1402	SRP119147	HK1	clinical	0.0
SRR6121448	WGS	252	1397649204	PRJNA412631	SAMN07722154	Pathogen.cl	718928041	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2012-02-13	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233871	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	320015	throat swab	42.284062 N 83.727127 W	1203_perth_2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1203	MH0728	SRP119147	perth_2	clinical	1.0
SRR6121447	WGS	252	604388484	PRJNA412631	SAMN07722154	Pathogen.cl	306469967	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2012-02-13	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233872	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	320015	throat swab	42.284062 N 83.727127 W	1203_perth	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1203	MH0728	SRP119147	perth	clinical	1.0
SRR6121424	WGS	252	832816908	PRJNA412631	SAMN07722225	Pathogen.cl	433193199	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-16	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233895	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50161	throat swab	42.284062 N 83.727127 W	MH8156_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8156	MH8156	SRP119147	HK2	clinical	3.0
SRR6121446	WGS	252	847646856	PRJNA412631	SAMN07722151	Pathogen.cl	434205744	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2011-03-30	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233873	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	300481	throat swab	42.284062 N 83.727127 W	1179_perth	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1179	M54913	SRP119147	perth	clinical	0.0
SRR6121444	WGS	252	1349161128	PRJNA412631	SAMN07722153	Pathogen.cl	736257541	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2012-01-30	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233875	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	320216	throat swab	42.284062 N 83.727127 W	1201_perth_2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1201	MH0495	SRP119147	perth_2	clinical	1.0
SRR6121443	WGS	252	2329671204	PRJNA412631	SAMN07722153	Pathogen.cl	1199974748	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2012-01-30	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233876	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	320216	throat swab	42.284062 N 83.727127 W	1201_perth	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1201	MH0495	SRP119147	perth	clinical	1.0
SRR6121442	WGS	252	1136550492	PRJNA412631	SAMN07722149	Pathogen.cl	588974432	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2011-03-24	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233877	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	300788	throat swab	42.284062 N 83.727127 W	1174_perth_2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1174	M54791	SRP119147	perth_2	clinical	1.0
SRR6121441	WGS	252	675777060	PRJNA412631	SAMN07722149	Pathogen.cl	349789768	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2011-03-24	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233878	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	300788	throat swab	42.284062 N 83.727127 W	1174_perth	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1174	M54791	SRP119147	perth	clinical	1.0
SRR6121440	WGS	252	1896133680	PRJNA412631	SAMN07722150	Pathogen.cl	965372131	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2011-03-24	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233879	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	300688	throat swab	42.284062 N 83.727127 W	1175_perth	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1175	M54805	SRP119147	perth	clinical	1.0
SRR6121438	WGS	252	700973280	PRJNA412631	SAMN07722181	Pathogen.cl	355355876	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2013-01-28	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233881	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	330133	throat swab	42.284062 N 83.727127 W	1323_vic	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1323	MH3270	SRP119147	vic	clinical	4.0
SRR6121436	WGS	252	1146674340	PRJNA412631	SAMN07722182	Pathogen.cl	577472303	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2013-03-08	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233883	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	331541	throat swab	42.284062 N 83.727127 W	1340_vic	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1340	MH4091	SRP119147	vic	clinical	3.0
SRR6121428	WGS	252	926998632	PRJNA412631	SAMN07722307	Pathogen.cl	451885411	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-16	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233891	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50809	throat swab	42.284062 N 83.727127 W	MH8160_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8160	MH8160	SRP119147	HK2	clinical	2.0
SRR6121445	WGS	252	728682948	PRJNA412631	SAMN07722152	Pathogen.cl	363705000	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2011-04-04	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233874	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	300670	throat swab	42.284062 N 83.727127 W	1185_perth	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1185	M55001	SRP119147	perth	clinical	3.0
SRR6121388	WGS	252	697437468	PRJNA412631	SAMN07722345	Pathogen.cl	293514017	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-22	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233931	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51059	throat swab	42.284062 N 83.727127 W	HS1520_B_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1520	HS1520	SRP119147	HK7	clinical	0.0
SRR6121404	WGS	252	1000981296	PRJNA412631	SAMN07722229	Pathogen.cl	480917672	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-22	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233915	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50168	throat swab	42.284062 N 83.727127 W	MH7505_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH7505	MH7505	SRP119147	HK2	clinical	1.0
SRR6121386	WGS	252	874840176	PRJNA412631	SAMN07722344	Pathogen.cl	368233306	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-20	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233933	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51058	throat swab	42.284062 N 83.727127 W	HS1519_A_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1519	HS1519	SRP119147	HK7	clinical	0.0
SRR6121363	WGS	252	910223748	PRJNA412631	SAMN07722313	Pathogen.cl	394439409	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-23	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233956	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50842	throat swab	42.284062 N 83.727127 W	MH8442_B_HK8	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8442	MH8442	SRP119147	HK8	clinical	1.0
SRR6121362	WGS	252	836275104	PRJNA412631	SAMN07722365	Pathogen.cl	407723531	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-23	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233957	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51267	throat swab	42.284062 N 83.727127 W	MH8447_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8447	MH8447	SRP119147	HK2	clinical	1.0
