Specid	Run_x	Run_y	Segment	Start	Stop	Total_support_x	Total_support_y	Rel_support_x	Rel_support_y	plasmid_x	plasmid_y	segment	mapped_start	mapped_stop	enrollid	genomes_per_ul	Total_support	Rel_support
HS1256	SRR6121284		CY207736.1	489	2041	11.0		0.0100364963503649		False		PA	500	2052	50553	2828096.10866543	11.0	0.0100364963503649
HS1256	SRR6121284		CY207736.1	500	2032	11.0		0.0100364963503649		False		PA	511	2043	50553	2828096.10866543	11.0	0.0100364963503649
HS1256	SRR6121284		CY207736.1	606	1950	34.0		0.0310218978102189		False		PA	617	1961	50553	2828096.10866543	34.0	0.0310218978102189
HS1256	SRR6121284		CY207736.1	616	1826	40.0		0.0364963503649635		False		PA	627	1837	50553	2828096.10866543	40.0	0.0364963503649635
HS1256	SRR6121284		CY207736.1	618	2043	7.0		0.0063868613138686		False		PA	629	2054	50553	2828096.10866543	7.0	0.0063868613138686
HS1256	SRR6121284		CY207736.1	684	1882	14.0		0.0127737226277372		False		PA	695	1893	50553	2828096.10866543	14.0	0.0127737226277372
HS1256	SRR6121284		CY207736.1	723	1994	7.0		0.0063868613138686		False		PA	734	2005	50553	2828096.10866543	7.0	0.0063868613138686
HS1256	SRR6121284		CY207736.1	744	1882	7.0		0.0063868613138686		False		PA	755	1893	50553	2828096.10866543	7.0	0.0063868613138686
HS1256	SRR6121284		CY207736.1	847	1675	6.0		0.0054744525547445		False		PA	858	1686	50553	2828096.10866543	6.0	0.0054744525547445
HS1256	SRR6121284		CY207737.1	2322	2356	11.0		0.0095320623916811		False		PB1	2331	2365	50553	2828096.10866543	11.0	0.0095320623916811
HS1256	SRR6121284		CY207737.1	2344	2384	9.0		0.0077989601386481		False		PB1	2353	2393	50553	2828096.10866543	9.0	0.0077989601386481
HS1256	SRR6121284		CY207737.1	330	2334	12.0		0.0103986135181975		False		PB1	339	2343	50553	2828096.10866543	12.0	0.0103986135181975
HS1256	SRR6121284		CY207737.1	425	2166	15.0		0.0129982668977469		False		PB1	434	2175	50553	2828096.10866543	15.0	0.0129982668977469
HS1256	SRR6121284		CY207737.1	425	2182	10.0		0.0086655112651646		False		PB1	434	2191	50553	2828096.10866543	10.0	0.0086655112651646
HS1256	SRR6121284		CY207737.1	426	2289	6.0		0.0051993067590987		False		PB1	435	2298	50553	2828096.10866543	6.0	0.0051993067590987
HS1256	SRR6121284		CY207737.1	445	2192	6.0		0.0051993067590987		False		PB1	454	2201	50553	2828096.10866543	6.0	0.0051993067590987
HS1256	SRR6121284		CY207737.1	446	2334	14.0		0.0121317157712305		False		PB1	455	2343	50553	2828096.10866543	14.0	0.0121317157712305
HS1256	SRR6121284		CY207737.1	449	2199	12.0		0.0103986135181975		False		PB1	458	2208	50553	2828096.10866543	12.0	0.0103986135181975
HS1256	SRR6121284		CY207737.1	474	2191	111.0		0.0961871750433275		False		PB1	483	2200	50553	2828096.10866543	111.0	0.0961871750433275
HS1256	SRR6121284		CY207737.1	491	2225	7.0		0.0060658578856152		False		PB1	500	2234	50553	2828096.10866543	7.0	0.0060658578856152
HS1256	SRR6121284		CY207737.1	573	2093	8.0		0.0069324090121317		False		PB1	582	2102	50553	2828096.10866543	8.0	0.0069324090121317
HS1256	SRR6121284		CY207737.1	598	2056	11.0		0.0095320623916811		False		PB1	607	2065	50553	2828096.10866543	11.0	0.0095320623916811
HS1256	SRR6121284		CY207737.1	683	1770	6.0		0.0051993067590987		False		PB1	692	1779	50553	2828096.10866543	6.0	0.0051993067590987
HS1256	SRR6121284		CY207738.1	387	2313	22.0		0.019047619047619		False		PB2	402	2328	50553	2828096.10866543	22.0	0.019047619047619
HS1256	SRR6121284		CY207738.1	453	2341	7.0		0.006060606060606		False		PB2	468	2356	50553	2828096.10866543	7.0	0.006060606060606
HS1256	SRR6121284		CY207738.1	472	2168	19.0		0.0164502164502164		False		PB2	487	2183	50553	2828096.10866543	19.0	0.0164502164502164
HS1284	SRR6121279		CY207736.1	1095	2005	11.0		0.0100364963503649		False		PA	1106	2016	50482	143722.830467899	11.0	0.0100364963503649
HS1284	SRR6121279		CY207736.1	1566	1995	10.0		0.0091240875912408		False		PA	1577	2006	50482	143722.830467899	10.0	0.0091240875912408
HS1284	SRR6121279		CY207736.1	2129	2182	9.0		0.0082116788321167		False		PA	2140	2193	50482	143722.830467899	9.0	0.0082116788321167
HS1284	SRR6121279		CY207736.1	360	396	203.0		0.1852189781021898		False		PA	371	407	50482	143722.830467899	203.0	0.1852189781021898
HS1284	SRR6121279		CY207736.1	385	2063	6.0		0.0054744525547445		False		PA	396	2074	50482	143722.830467899	6.0	0.0054744525547445
HS1284	SRR6121279		CY207736.1	408	2151	19.0		0.0173357664233576		False		PA	419	2162	50482	143722.830467899	19.0	0.0173357664233576
HS1284	SRR6121279		CY207736.1	416	2105	16.0		0.0145985401459854		False		PA	427	2116	50482	143722.830467899	16.0	0.0145985401459854
HS1284	SRR6121279		CY207736.1	436	2141	8.0		0.0072992700729927		False		PA	447	2152	50482	143722.830467899	8.0	0.0072992700729927
HS1284	SRR6121279		CY207736.1	511	547	188.0		0.1715328467153284		False		PA	522	558	50482	143722.830467899	188.0	0.1715328467153284
HS1284	SRR6121279		CY207736.1	512	2028	6.0		0.0054744525547445		False		PA	523	2039	50482	143722.830467899	6.0	0.0054744525547445
HS1284	SRR6121279		CY207736.1	616	1870	10.0		0.0091240875912408		False		PA	627	1881	50482	143722.830467899	10.0	0.0091240875912408
HS1284	SRR6121279		CY207736.1	676	1887	75.0		0.0684306569343065		False		PA	687	1898	50482	143722.830467899	75.0	0.0684306569343065
HS1284	SRR6121279		CY207736.1	699	1995	20.0		0.0182481751824817		False		PA	710	2006	50482	143722.830467899	20.0	0.0182481751824817
HS1284	SRR6121279		CY207736.1	723	1994	11.0		0.0100364963503649		False		PA	734	2005	50482	143722.830467899	11.0	0.0100364963503649
HS1284	SRR6121279		CY207736.1	724	1862	408.0		0.3722627737226277		False		PA	735	1873	50482	143722.830467899	408.0	0.3722627737226277
HS1284	SRR6121279		CY207736.1	725	1863	6.0		0.0054744525547445		False		PA	736	1874	50482	143722.830467899	6.0	0.0054744525547445
HS1284	SRR6121279		CY207736.1	729	1813	7.0		0.0063868613138686		False		PA	740	1824	50482	143722.830467899	7.0	0.0063868613138686
HS1284	SRR6121279		CY207736.1	736	1890	8.0		0.0072992700729927		False		PA	747	1901	50482	143722.830467899	8.0	0.0072992700729927
HS1284	SRR6121279		CY207736.1	736	2012	10.0		0.0091240875912408		False		PA	747	2023	50482	143722.830467899	10.0	0.0091240875912408
HS1284	SRR6121279		CY207736.1	759	1856	16.0		0.0145985401459854		False		PA	770	1867	50482	143722.830467899	16.0	0.0145985401459854
HS1284	SRR6121279		CY207736.1	767	1952	9.0		0.0082116788321167		False		PA	778	1963	50482	143722.830467899	9.0	0.0082116788321167
HS1284	SRR6121279		CY207736.1	770	1840	16.0		0.0145985401459854		False		PA	781	1851	50482	143722.830467899	16.0	0.0145985401459854
HS1284	SRR6121279		CY207737.1	240	290	8.0		0.0069324090121317		False		PB1	249	299	50482	143722.830467899	8.0	0.0069324090121317
HS1284	SRR6121279		CY207737.1	473	2303	7.0		0.0060658578856152		False		PB1	482	2312	50482	143722.830467899	7.0	0.0060658578856152
HS1284	SRR6121279		CY207737.1	477	1271	7.0		0.0060658578856152		False		PB1	486	1280	50482	143722.830467899	7.0	0.0060658578856152
HS1284	SRR6121279		CY207737.1	626	2232	7.0		0.0060658578856152		False		PB1	635	2241	50482	143722.830467899	7.0	0.0060658578856152
HS1284	SRR6121279		CY207738.1	367	2234	13.0		0.0112554112554112		False		PB2	382	2249	50482	143722.830467899	13.0	0.0112554112554112
HS1284	SRR6121279		CY207738.1	367	2313	9.0		0.0077922077922077		False		PB2	382	2328	50482	143722.830467899	9.0	0.0077922077922077
HS1284	SRR6121279		CY207738.1	369	2237	6.0		0.0051948051948051		False		PB2	384	2252	50482	143722.830467899	6.0	0.0051948051948051
HS1284	SRR6121279		CY207738.1	544	2071	11.0		0.0095238095238095		False		PB2	559	2086	50482	143722.830467899	11.0	0.0095238095238095
HS1284	SRR6121279		CY207738.1	575	2132	6.0		0.0051948051948051		False		PB2	590	2147	50482	143722.830467899	6.0	0.0051948051948051
HS1284	SRR6121279		CY207738.1	802	2189	6.0		0.0051948051948051		False		PB2	817	2204	50482	143722.830467899	6.0	0.0051948051948051
HS1284	SRR6121279		CY207738.1	839	1809	65.0		0.0562770562770562		False		PB2	854	1824	50482	143722.830467899	65.0	0.0562770562770562
HS1284	SRR6121279		CY207738.1	905	1697	7.0		0.006060606060606		False		PB2	920	1712	50482	143722.830467899	7.0	0.006060606060606
HS1313	SRR6121524		CY207736.1	1566	1995	7.0		0.0063868613138686		False		PA	1577	2006	50620	4292191.10137329	7.0	0.0063868613138686
HS1313	SRR6121524		CY207736.1	368	2144	136.0		0.1240875912408759		False		PA	379	2155	50620	4292191.10137329	136.0	0.1240875912408759
HS1313	SRR6121524		CY207736.1	723	1994	8.0		0.0072992700729927		False		PA	734	2005	50620	4292191.10137329	8.0	0.0072992700729927
HS1313	SRR6121524		CY207737.1	370	2302	11.0		0.0095320623916811		False		PB1	379	2311	50620	4292191.10137329	11.0	0.0095320623916811
HS1313	SRR6121524		CY207737.1	552	2343	21.0		0.0181975736568457		False		PB1	561	2352	50620	4292191.10137329	21.0	0.0181975736568457
HS1327	SRR6121630		CY207736.1	385	417	14.0		0.0127737226277372		False		PA	396	428	50619	789642.406965391	14.0	0.0127737226277372
HS1327	SRR6121630		CY207736.1	394	2146	19.0		0.0173357664233576		False		PA	405	2157	50619	789642.406965391	19.0	0.0173357664233576
HS1327	SRR6121630		CY207736.1	710	1924	38.0		0.0346715328467153		False		PA	721	1935	50619	789642.406965391	38.0	0.0346715328467153
HS1327	SRR6121630		CY207736.1	754	1840	80.0		0.072992700729927		False		PA	765	1851	50619	789642.406965391	80.0	0.072992700729927
HS1327	SRR6121630		CY207736.1	773	1807	6.0		0.0054744525547445		False		PA	784	1818	50619	789642.406965391	6.0	0.0054744525547445
HS1327	SRR6121630		CY207736.1	855	2071	25.0		0.0228102189781021		False		PA	866	2082	50619	789642.406965391	25.0	0.0228102189781021
HS1327	SRR6121630		CY207738.1	386	2347	31.0		0.0268398268398268		False		PB2	401	2362	50619	789642.406965391	31.0	0.0268398268398268
HS1327	SRR6121630		CY207738.1	462	1702	22.0		0.019047619047619		False		PB2	477	1717	50619	789642.406965391	22.0	0.019047619047619
HS1328	SRR6121629		CY207736.1	1095	2005	6.0		0.0054744525547445		False		PA	1106	2016	50618	389589.15713512	6.0	0.0054744525547445
HS1328	SRR6121629		CY207736.1	2129	2241	109.0		0.0994525547445255		False		PA	2140	2252	50618	389589.15713512	109.0	0.0994525547445255
HS1328	SRR6121629		CY207736.1	335	2157	59.0		0.0538321167883211		False		PA	346	2168	50618	389589.15713512	59.0	0.0538321167883211
HS1328	SRR6121629		CY207736.1	354	1927	20.0		0.0182481751824817		False		PA	365	1938	50618	389589.15713512	20.0	0.0182481751824817
HS1328	SRR6121629		CY207736.1	390	2153	6.0		0.0054744525547445		False		PA	401	2164	50618	389589.15713512	6.0	0.0054744525547445
HS1328	SRR6121629		CY207736.1	702	1895	17.0		0.0155109489051094		False		PA	713	1906	50618	389589.15713512	17.0	0.0155109489051094
HS1328	SRR6121629		CY207736.1	723	1994	18.0		0.0164233576642335		False		PA	734	2005	50618	389589.15713512	18.0	0.0164233576642335
HS1328	SRR6121629		CY207736.1	767	1952	11.0		0.0100364963503649		False		PA	778	1963	50618	389589.15713512	11.0	0.0100364963503649
HS1328	SRR6121629		CY207736.1	878	1977	7.0		0.0063868613138686		False		PA	889	1988	50618	389589.15713512	7.0	0.0063868613138686
HS1328	SRR6121629		CY207738.1	363	2280	43.0		0.0372294372294372		False		PB2	378	2295	50618	389589.15713512	43.0	0.0372294372294372
HS1328	SRR6121629		CY207738.1	395	2155	16.0		0.0138528138528138		False		PB2	410	2170	50618	389589.15713512	16.0	0.0138528138528138
HS1328	SRR6121629		CY207738.1	422	2304	6.0		0.0051948051948051		False		PB2	437	2319	50618	389589.15713512	6.0	0.0051948051948051
HS1328	SRR6121629		CY207738.1	808	1871	9.0		0.0077922077922077		False		PB2	823	1886	50618	389589.15713512	9.0	0.0077922077922077
HS1335	SRR6121624		CY207736.1	1769	1833	14.0		0.0127737226277372		False		PA	1780	1844	50319	224616.057124778	14.0	0.0127737226277372
HS1335	SRR6121624		CY207736.1	1789	2006	6.0		0.0054744525547445		False		PA	1800	2017	50319	224616.057124778	6.0	0.0054744525547445
HS1335	SRR6121624		CY207736.1	2040	2292	23.0		0.020985401459854		False		PA	2051	2303	50319	224616.057124778	23.0	0.020985401459854
HS1335	SRR6121624		CY207736.1	2141	2175	18.0		0.0164233576642335		False		PA	2152	2186	50319	224616.057124778	18.0	0.0164233576642335
HS1335	SRR6121624		CY207736.1	2205	2245	6.0		0.0054744525547445		False		PA	2216	2256	50319	224616.057124778	6.0	0.0054744525547445
HS1335	SRR6121624		CY207736.1	259	297	19.0		0.0173357664233576		False		PA	270	308	50319	224616.057124778	19.0	0.0173357664233576
HS1335	SRR6121624		CY207736.1	274	1692	7.0		0.0063868613138686		False		PA	285	1703	50319	224616.057124778	7.0	0.0063868613138686
HS1335	SRR6121624		CY207736.1	277	1713	16.0		0.0145985401459854		False		PA	288	1724	50319	224616.057124778	16.0	0.0145985401459854
HS1335	SRR6121624		CY207736.1	300	2208	89.0		0.0812043795620438		False		PA	311	2219	50319	224616.057124778	89.0	0.0812043795620438
HS1335	SRR6121624		CY207736.1	312	1727	257.0		0.2344890510948905		False		PA	323	1738	50319	224616.057124778	257.0	0.2344890510948905
HS1335	SRR6121624		CY207736.1	328	2237	9.0		0.0082116788321167		False		PA	339	2248	50319	224616.057124778	9.0	0.0082116788321167
HS1335	SRR6121624		CY207736.1	334	2148	104.0		0.0948905109489051		False		PA	345	2159	50319	224616.057124778	104.0	0.0948905109489051
HS1335	SRR6121624		CY207736.1	360	2028	30.0		0.0273722627737226		False		PA	371	2039	50319	224616.057124778	30.0	0.0273722627737226
HS1335	SRR6121624		CY207736.1	360	2147	9.0		0.0082116788321167		False		PA	371	2158	50319	224616.057124778	9.0	0.0082116788321167
HS1335	SRR6121624		CY207736.1	361	417	11.0		0.0100364963503649		False		PA	372	428	50319	224616.057124778	11.0	0.0100364963503649
HS1335	SRR6121624		CY207736.1	363	391	10.0		0.0091240875912408		False		PA	374	402	50319	224616.057124778	10.0	0.0091240875912408
HS1335	SRR6121624		CY207736.1	367	2160	14.0		0.0127737226277372		False		PA	378	2171	50319	224616.057124778	14.0	0.0127737226277372
HS1335	SRR6121624		CY207736.1	369	2148	10.0		0.0091240875912408		False		PA	380	2159	50319	224616.057124778	10.0	0.0091240875912408
HS1335	SRR6121624		CY207736.1	385	417	38.0		0.0346715328467153		False		PA	396	428	50319	224616.057124778	38.0	0.0346715328467153
HS1335	SRR6121624		CY207736.1	388	2141	6.0		0.0054744525547445		False		PA	399	2152	50319	224616.057124778	6.0	0.0054744525547445
HS1335	SRR6121624		CY207736.1	390	2133	8.0		0.0072992700729927		False		PA	401	2144	50319	224616.057124778	8.0	0.0072992700729927
HS1335	SRR6121624		CY207736.1	392	2123	8.0		0.0072992700729927		False		PA	403	2134	50319	224616.057124778	8.0	0.0072992700729927
HS1335	SRR6121624		CY207736.1	410	461	11.0		0.0100364963503649		False		PA	421	472	50319	224616.057124778	11.0	0.0100364963503649
HS1335	SRR6121624		CY207736.1	430	2061	14.0		0.0127737226277372		False		PA	441	2072	50319	224616.057124778	14.0	0.0127737226277372
HS1335	SRR6121624		CY207736.1	449	2103	69.0		0.062956204379562		False		PA	460	2114	50319	224616.057124778	69.0	0.062956204379562
HS1335	SRR6121624		CY207736.1	449	2172	6.0		0.0054744525547445		False		PA	460	2183	50319	224616.057124778	6.0	0.0054744525547445
HS1335	SRR6121624		CY207736.1	449	484	17.0		0.0155109489051094		False		PA	460	495	50319	224616.057124778	17.0	0.0155109489051094
HS1335	SRR6121624		CY207736.1	458	2057	38.0		0.0346715328467153		False		PA	469	2068	50319	224616.057124778	38.0	0.0346715328467153
HS1335	SRR6121624		CY207736.1	482	2037	6.0		0.0054744525547445		False		PA	493	2048	50319	224616.057124778	6.0	0.0054744525547445
HS1335	SRR6121624		CY207736.1	499	2130	7.0		0.0063868613138686		False		PA	510	2141	50319	224616.057124778	7.0	0.0063868613138686
HS1335	SRR6121624		CY207736.1	500	2064	7.0		0.0063868613138686		False		PA	511	2075	50319	224616.057124778	7.0	0.0063868613138686
HS1335	SRR6121624		CY207736.1	511	1842	8.0		0.0072992700729927		False		PA	522	1853	50319	224616.057124778	8.0	0.0072992700729927
HS1335	SRR6121624		CY207736.1	512	2011	41.0		0.0374087591240875		False		PA	523	2022	50319	224616.057124778	41.0	0.0374087591240875
HS1335	SRR6121624		CY207736.1	527	2214	26.0		0.0237226277372262		False		PA	538	2225	50319	224616.057124778	26.0	0.0237226277372262
HS1335	SRR6121624		CY207736.1	529	2215	185.0		0.1687956204379562		False		PA	540	2226	50319	224616.057124778	185.0	0.1687956204379562
HS1335	SRR6121624		CY207736.1	546	2027	18.0		0.0164233576642335		False		PA	557	2038	50319	224616.057124778	18.0	0.0164233576642335
HS1335	SRR6121624		CY207736.1	617	1972	9.0		0.0082116788321167		False		PA	628	1983	50319	224616.057124778	9.0	0.0082116788321167
HS1335	SRR6121624		CY207736.1	703	1903	14.0		0.0127737226277372		False		PA	714	1914	50319	224616.057124778	14.0	0.0127737226277372
HS1335	SRR6121624		CY207736.1	723	1994	15.0		0.0136861313868613		False		PA	734	2005	50319	224616.057124778	15.0	0.0136861313868613
HS1335	SRR6121624		CY207736.1	746	1833	23.0		0.020985401459854		False		PA	757	1844	50319	224616.057124778	23.0	0.020985401459854
HS1335	SRR6121624		CY207736.1	813	1868	6.0		0.0054744525547445		False		PA	824	1879	50319	224616.057124778	6.0	0.0054744525547445
HS1335	SRR6121624		CY207737.1	277	2209	7.0		0.0060658578856152		False		PB1	286	2218	50319	224616.057124778	7.0	0.0060658578856152
HS1335	SRR6121624		CY207737.1	356	2210	41.0		0.035528596187175		False		PB1	365	2219	50319	224616.057124778	41.0	0.035528596187175
HS1335	SRR6121624		CY207737.1	439	2237	7.0		0.0060658578856152		False		PB1	448	2246	50319	224616.057124778	7.0	0.0060658578856152
HS1335	SRR6121624		CY207737.1	447	2244	17.0		0.0147313691507798		False		PB1	456	2253	50319	224616.057124778	17.0	0.0147313691507798
HS1335	SRR6121624		CY207737.1	463	2093	9.0		0.0077989601386481		False		PB1	472	2102	50319	224616.057124778	9.0	0.0077989601386481
HS1335	SRR6121624		CY207737.1	490	2091	16.0		0.0138648180242634		False		PB1	499	2100	50319	224616.057124778	16.0	0.0138648180242634
HS1335	SRR6121624		CY207737.1	521	2153	10.0		0.0086655112651646		False		PB1	530	2162	50319	224616.057124778	10.0	0.0086655112651646
HS1335	SRR6121624		CY207737.1	667	1985	26.0		0.022530329289428		False		PB1	676	1994	50319	224616.057124778	26.0	0.022530329289428
HS1335	SRR6121624		CY207737.1	682	1894	45.0		0.0389948006932409		False		PB1	691	1903	50319	224616.057124778	45.0	0.0389948006932409
HS1335	SRR6121624		CY207737.1	711	1812	7.0		0.0060658578856152		False		PB1	720	1821	50319	224616.057124778	7.0	0.0060658578856152
HS1335	SRR6121624		CY207737.1	756	1916	6.0		0.0051993067590987		False		PB1	765	1925	50319	224616.057124778	6.0	0.0051993067590987
HS1335	SRR6121624		CY207737.1	820	1769	9.0		0.0077989601386481		False		PB1	829	1778	50319	224616.057124778	9.0	0.0077989601386481
HS1335	SRR6121624		CY207738.1	1787	2201	10.0		0.0086580086580086		False		PB2	1802	2216	50319	224616.057124778	10.0	0.0086580086580086
HS1335	SRR6121624		CY207738.1	2311	2347	7.0		0.006060606060606		False		PB2	2326	2362	50319	224616.057124778	7.0	0.006060606060606
HS1335	SRR6121624		CY207738.1	243	286	6.0		0.0051948051948051		False		PB2	258	301	50319	224616.057124778	6.0	0.0051948051948051
HS1335	SRR6121624		CY207738.1	279	317	11.0		0.0095238095238095		False		PB2	294	332	50319	224616.057124778	11.0	0.0095238095238095
HS1335	SRR6121624		CY207738.1	304	2334	15.0		0.0129870129870129		False		PB2	319	2349	50319	224616.057124778	15.0	0.0129870129870129
HS1335	SRR6121624		CY207738.1	312	2334	18.0		0.0155844155844155		False		PB2	327	2349	50319	224616.057124778	18.0	0.0155844155844155
HS1335	SRR6121624		CY207738.1	357	2115	27.0		0.0233766233766233		False		PB2	372	2130	50319	224616.057124778	27.0	0.0233766233766233
HS1335	SRR6121624		CY207738.1	362	2313	112.0		0.0969696969696969		False		PB2	377	2328	50319	224616.057124778	112.0	0.0969696969696969
HS1335	SRR6121624		CY207738.1	367	2310	8.0		0.0069264069264069		False		PB2	382	2325	50319	224616.057124778	8.0	0.0069264069264069
HS1335	SRR6121624		CY207738.1	367	2313	11.0		0.0095238095238095		False		PB2	382	2328	50319	224616.057124778	11.0	0.0095238095238095
HS1335	SRR6121624		CY207738.1	367	2333	165.0		0.1428571428571428		False		PB2	382	2348	50319	224616.057124778	165.0	0.1428571428571428
HS1335	SRR6121624		CY207738.1	374	2333	6.0		0.0051948051948051		False		PB2	389	2348	50319	224616.057124778	6.0	0.0051948051948051
HS1335	SRR6121624		CY207738.1	375	2237	9.0		0.0077922077922077		False		PB2	390	2252	50319	224616.057124778	9.0	0.0077922077922077
HS1335	SRR6121624		CY207738.1	376	2282	6.0		0.0051948051948051		False		PB2	391	2297	50319	224616.057124778	6.0	0.0051948051948051
HS1335	SRR6121624		CY207738.1	380	2313	10.0		0.0086580086580086		False		PB2	395	2328	50319	224616.057124778	10.0	0.0086580086580086
HS1335	SRR6121624		CY207738.1	412	2222	9.0		0.0077922077922077		False		PB2	427	2237	50319	224616.057124778	9.0	0.0077922077922077
HS1335	SRR6121624		CY207738.1	419	2169	6.0		0.0051948051948051		False		PB2	434	2184	50319	224616.057124778	6.0	0.0051948051948051
HS1335	SRR6121624		CY207738.1	419	2247	8.0		0.0069264069264069		False		PB2	434	2262	50319	224616.057124778	8.0	0.0069264069264069
HS1335	SRR6121624		CY207738.1	420	2237	10.0		0.0086580086580086		False		PB2	435	2252	50319	224616.057124778	10.0	0.0086580086580086
HS1335	SRR6121624		CY207738.1	423	2264	11.0		0.0095238095238095		False		PB2	438	2279	50319	224616.057124778	11.0	0.0095238095238095
HS1335	SRR6121624		CY207738.1	436	2268	9.0		0.0077922077922077		False		PB2	451	2283	50319	224616.057124778	9.0	0.0077922077922077
HS1335	SRR6121624		CY207738.1	451	2275	6.0		0.0051948051948051		False		PB2	466	2290	50319	224616.057124778	6.0	0.0051948051948051
HS1335	SRR6121624		CY207738.1	452	2157	6.0		0.0051948051948051		False		PB2	467	2172	50319	224616.057124778	6.0	0.0051948051948051
HS1335	SRR6121624		CY207738.1	452	2281	9.0		0.0077922077922077		False		PB2	467	2296	50319	224616.057124778	9.0	0.0077922077922077
HS1335	SRR6121624		CY207738.1	471	2311	7.0		0.006060606060606		False		PB2	486	2326	50319	224616.057124778	7.0	0.006060606060606
HS1335	SRR6121624		CY207738.1	472	2168	10.0		0.0086580086580086		False		PB2	487	2183	50319	224616.057124778	10.0	0.0086580086580086
HS1335	SRR6121624		CY207738.1	474	2209	15.0		0.0129870129870129		False		PB2	489	2224	50319	224616.057124778	15.0	0.0129870129870129
HS1335	SRR6121624		CY207738.1	482	2210	10.0		0.0086580086580086		False		PB2	497	2225	50319	224616.057124778	10.0	0.0086580086580086
HS1335	SRR6121624		CY207738.1	502	2107	6.0		0.0051948051948051		False		PB2	517	2122	50319	224616.057124778	6.0	0.0051948051948051
HS1335	SRR6121624		CY207738.1	544	2110	7.0		0.006060606060606		False		PB2	559	2125	50319	224616.057124778	7.0	0.006060606060606
HS1335	SRR6121624		CY207738.1	678	2098	8.0		0.0069264069264069		False		PB2	693	2113	50319	224616.057124778	8.0	0.0069264069264069
HS1335	SRR6121624		CY207738.1	855	1850	6.0		0.0051948051948051		False		PB2	870	1865	50319	224616.057124778	6.0	0.0051948051948051
HS1335	SRR6121624		CY207738.1	882	1840	7.0		0.006060606060606		False		PB2	897	1855	50319	224616.057124778	7.0	0.006060606060606
HS1336	SRR6121623		CY207736.1	303	334	22.0		0.0200729927007299		False		PA	314	345	50318	1971855.82345112	22.0	0.0200729927007299
HS1336	SRR6121623		CY207736.1	305	2238	10.0		0.0091240875912408		False		PA	316	2249	50318	1971855.82345112	10.0	0.0091240875912408
HS1336	SRR6121623		CY207736.1	363	2133	7.0		0.0063868613138686		False		PA	374	2144	50318	1971855.82345112	7.0	0.0063868613138686
HS1336	SRR6121623		CY207736.1	367	2160	8.0		0.0072992700729927		False		PA	378	2171	50318	1971855.82345112	8.0	0.0072992700729927
HS1336	SRR6121623		CY207736.1	432	2063	14.0		0.0127737226277372		False		PA	443	2074	50318	1971855.82345112	14.0	0.0127737226277372
HS1336	SRR6121623		CY207736.1	451	2012	144.0		0.1313868613138686		False		PA	462	2023	50318	1971855.82345112	144.0	0.1313868613138686
HS1336	SRR6121623		CY207737.1	392	2226	23.0		0.0199306759098786		False		PB1	401	2235	50318	1971855.82345112	23.0	0.0199306759098786
HS1336	SRR6121623		CY207737.1	462	2334	6.0		0.0051993067590987		False		PB1	471	2343	50318	1971855.82345112	6.0	0.0051993067590987
HS1336	SRR6121623		CY207738.1	373	2314	6.0		0.0051948051948051		False		PB2	388	2329	50318	1971855.82345112	6.0	0.0051948051948051
HS1340	SRR6121626		CY207736.1	2129	2169	10.0		0.0091240875912408		False		PA	2140	2180	50207	4350989.14626686	10.0	0.0091240875912408
HS1340	SRR6121626		CY207736.1	2215	2250	29.0		0.0264598540145985		False		PA	2226	2261	50207	4350989.14626686	29.0	0.0264598540145985
HS1340	SRR6121626		CY207736.1	290	336	10.0		0.0091240875912408		False		PA	301	347	50207	4350989.14626686	10.0	0.0091240875912408
HS1340	SRR6121626		CY207736.1	327	2217	8.0		0.0072992700729927		False		PA	338	2228	50207	4350989.14626686	8.0	0.0072992700729927
HS1340	SRR6121626		CY207736.1	332	2149	6.0		0.0054744525547445		False		PA	343	2160	50207	4350989.14626686	6.0	0.0054744525547445
HS1340	SRR6121626		CY207736.1	333	2215	8.0		0.0072992700729927		False		PA	344	2226	50207	4350989.14626686	8.0	0.0072992700729927
HS1340	SRR6121626		CY207736.1	345	2063	10.0		0.0091240875912408		False		PA	356	2074	50207	4350989.14626686	10.0	0.0091240875912408
HS1340	SRR6121626		CY207736.1	345	2147	6.0		0.0054744525547445		False		PA	356	2158	50207	4350989.14626686	6.0	0.0054744525547445
HS1340	SRR6121626		CY207736.1	345	2155	17.0		0.0155109489051094		False		PA	356	2166	50207	4350989.14626686	17.0	0.0155109489051094
HS1340	SRR6121626		CY207736.1	361	2172	108.0		0.0985401459854014		False		PA	372	2183	50207	4350989.14626686	108.0	0.0985401459854014
HS1340	SRR6121626		CY207736.1	363	2203	13.0		0.0118613138686131		False		PA	374	2214	50207	4350989.14626686	13.0	0.0118613138686131
HS1340	SRR6121626		CY207736.1	385	2132	12.0		0.010948905109489		False		PA	396	2143	50207	4350989.14626686	12.0	0.010948905109489
HS1340	SRR6121626		CY207736.1	385	2162	6.0		0.0054744525547445		False		PA	396	2173	50207	4350989.14626686	6.0	0.0054744525547445
HS1340	SRR6121626		CY207736.1	403	2156	10.0		0.0091240875912408		False		PA	414	2167	50207	4350989.14626686	10.0	0.0091240875912408
HS1340	SRR6121626		CY207736.1	415	2140	27.0		0.0246350364963503		False		PA	426	2151	50207	4350989.14626686	27.0	0.0246350364963503
