segment	mapped_start	mapped_stop	0_x	0_y
PB1	445	1813	1	1.0
PB1	445	1867	1	1.0
PB1	445	1893	1	1.0
PB1	445	1926	1	1.0
PB1	445	2004	1	1.0
PB1	446	1768	1	1.0
PB1	446	1950	1	1.0
PB1	447	1499	1	1.0
PB1	449	1747	1	1.0
PB1	449	1981	1	1.0
PB1	450	1548	1	1.0
PB1	450	1587	1	1.0
PB1	451	1838	1	1.0
PB1	451	1890	1	1.0
PB1	451	2099	1	1.0
PB1	451	2101	1	1.0
PB1	452	489	1	1.0
PB1	452	1172	1	1.0
PB1	452	1784	1	1.0
PB1	452	1867	1	1.0
PB1	452	1893	1	1.0
PB1	453	1174	1	1.0
PB1	454	1796	1	1.0
PB1	455	1886	1	1.0
PB1	456	1514	1	1.0
PB1	456	1520	1	1.0
PB1	456	1562	1	1.0
PB1	456	1890	1	1.0
PB1	456	1958	1	1.0
PB1	456	1972	1	1.0
PB1	457	1517	1	1.0
PB1	457	1687	1	1.0
PB1	457	1772	1	1.0
PB1	457	1790	1	1.0
PB1	457	1840	1	1.0
PB1	458	1779	1	1.0
PB1	458	1786	1	1.0
PB1	458	2069	1	1.0
PB1	459	1517	1	1.0
PB1	461	1885	1	1.0
PB1	461	2146	1	1.0
PB1	462	1506	1	1.0
PB1	462	1522	1	1.0
PB1	466	491	1	1.0
PB1	466	1497	1	1.0
PB1	466	1666	1	1.0
PB1	466	1784	1	1.0
PB1	466	1796	1	1.0
PB1	466	1868	1	1.0
PB1	466	1890	1	1.0
PB1	466	1970	1	1.0
PB1	466	2019	1	1.0
PB1	467	1730	1	1.0
PB1	467	1745	1	1.0
PB1	467	1833	1	1.0
PB1	467	1893	1	1.0
PB1	467	1976	1	1.0
PB1	468	1779	1	1.0
PB1	469	1856	1	1.0
PB1	469	1870	1	1.0
PB1	470	1510	1	1.0
PB1	470	1801	1	1.0
PB1	471	1820	1	1.0
PB1	471	1847	1	1.0
PB1	473	1533	1	1.0
PB1	473	1797	1	1.0
PB1	473	1818	1	1.0
PB1	474	1718	1	1.0
PB1	474	1746	1	1.0
PB1	474	1850	1	1.0
PB1	474	1894	1	1.0
PB1	475	1613	1	1.0
PB1	475	1851	1	1.0
PB1	476	1812	1	1.0
PB1	477	1760	1	1.0
PB1	477	1900	1	1.0
PB1	477	1997	1	1.0
PB1	478	1489	1	1.0
PB1	480	502	1	1.0
PB1	480	1567	1	1.0
PB1	480	1618	1	1.0
PB1	480	1727	1	1.0
PB1	480	1776	1	1.0
PB1	480	1875	1	1.0
PB1	480	1880	1	1.0
PB1	480	1934	1	1.0
PB1	480	1965	1	1.0
PB1	481	1417	1	1.0
PB1	481	1497	1	1.0
PB1	481	1713	1	1.0
PB1	481	1731	1	1.0
PB1	481	1747	1	1.0
PB1	481	1796	1	1.0
PB1	481	1858	1	1.0
PB1	481	1876	1	1.0
PB1	481	1954	1	1.0
PB1	482	1569	1	1.0
PB1	482	1746	1	1.0
PB1	482	1747	1	1.0
PB1	482	1763	1	1.0
PB1	482	1769	1	1.0
PB1	482	1890	1	1.0
PB1	482	1975	1	1.0
PB1	482	2000	1	1.0
PB1	482	2251	1	1.0
PB1	484	1484	1	1.0
PB1	485	1935	1	1.0
PB1	485	1978	1	1.0
PB1	486	1913	1	1.0
PB1	487	1580	1	1.0
PB1	487	1855	1	1.0
PB1	487	1858	1	1.0
PB1	488	1728	1	1.0
PB1	488	1863	1	1.0
PB1	489	1474	1	1.0
PB1	489	1675	1	1.0
PB1	489	1746	1	1.0
PB1	490	1686	1	1.0
PB1	490	1703	1	1.0
PB1	490	1708	1	1.0
PB1	490	1744	1	1.0
PB1	490	1857	1	1.0
PB1	490	1862	1	1.0
PB1	490	1892	1	1.0
PB1	490	1895	1	1.0
PB1	490	1919	1	1.0
PB1	490	2003	1	1.0
PB1	490	2249	1	1.0
PB1	491	1797	1	1.0
PB1	492	1863	1	1.0
PB1	493	2043	1	1.0
PB1	494	1935	1	1.0
PB1	494	2137	1	1.0
PB1	495	1797	1	1.0
PB1	495	1905	1	1.0
PB1	496	1772	1	1.0
PB1	496	1920	1	1.0
PB1	496	1976	1	1.0
PB1	497	1712	1	1.0
PB1	498	1859	1	1.0
PB1	498	1861	1	1.0
PB1	499	1870	1	1.0
PB1	500	1482	1	1.0
PB1	500	1763	1	1.0
PB1	501	1885	1	1.0
PB1	502	1858	1	1.0
PB1	502	1872	1	1.0
PB1	502	1893	1	1.0
PB1	503	1972	1	1.0
PB1	504	1696	1	1.0
PB1	504	1848	1	1.0
PB1	504	1888	1	1.0
PB1	504	1890	1	1.0
PB1	504	1933	1	1.0
PB1	504	2101	1	1.0
PB1	505	1291	1	1.0
PB1	505	1709	1	1.0
PB1	505	1831	1	1.0
PB1	505	1858	1	1.0
PB1	506	1623	1	1.0
PB1	506	2023	1	1.0
PB1	507	1887	1	1.0
PB1	507	1895	1	1.0
PB1	507	1910	1	1.0
PB1	507	2030	1	1.0
PB1	508	1452	1	1.0
PB1	508	1771	1	1.0
PB1	508	1807	1	1.0
PB1	508	1893	1	1.0
PB1	508	1920	1	1.0
PB1	509	1696	1	1.0
PB1	509	1779	1	1.0
PB1	509	1950	1	1.0
PB1	510	1611	1	1.0
PB1	510	1695	1	1.0
PB1	513	1857	1	1.0
PB1	515	1722	1	1.0
PB1	518	1548	1	1.0
PB1	518	1778	1	1.0
PB1	519	1814	1	1.0
PB1	519	1894	1	1.0
PB1	520	1724	1	1.0
PB1	521	1992	1	1.0
PB1	523	1710	1	1.0
PB1	523	1714	1	1.0
PB1	523	1717	1	1.0
PB1	524	1716	1	1.0
PB1	525	1680	1	1.0
PB1	525	1716	1	1.0
PB1	525	1892	1	1.0
PB1	527	1568	1	1.0
PB1	527	1587	1	1.0
PB1	527	1626	1	1.0
PB1	527	1902	1	1.0
PB1	527	2121	1	1.0
PB1	528	1714	1	1.0
PB1	528	1729	1	1.0
PB1	528	1734	1	1.0
PB1	528	1824	1	1.0
PB1	528	1892	1	1.0
PB1	528	2141	1	1.0
PB1	529	1398	1	1.0
PB1	529	1823	1	1.0
PB1	530	1578	1	1.0
PB1	530	1628	1	1.0
PB1	530	1720	1	1.0
PB1	530	1788	1	1.0
PB1	531	1687	1	1.0
PB1	534	1654	1	1.0
PB1	534	1827	1	1.0
PB1	535	1704	1	1.0
PB1	535	1709	1	1.0
PB1	536	561	1	1.0
PB1	536	1675	1	1.0
PB1	536	2074	1	1.0
PB1	537	1472	1	1.0
PB1	537	1734	1	1.0
PB1	537	2047	1	1.0
PB1	540	1706	1	1.0
PB1	540	1745	1	1.0
PB1	540	1802	1	1.0
PB1	541	1695	1	1.0
PB1	542	1689	1	1.0
PB1	542	1704	1	1.0
PB1	542	1790	1	1.0
PB1	542	1867	1	1.0
PB1	542	2004	1	1.0
PB1	543	1816	1	1.0
PB1	543	1894	1	1.0
PB1	544	1570	1	1.0
PB1	544	1789	1	1.0
PB1	546	1781	1	1.0
PB1	546	1784	1	1.0
PB1	546	1815	1	1.0
PB1	546	1873	1	1.0
PB1	547	1812	1	1.0
PB1	548	1699	1	1.0
PB1	548	1751	1	1.0
PB1	548	1800	1	1.0
PB1	549	1709	1	1.0
PB1	549	1790	1	1.0
PB1	549	1813	1	1.0
PB1	550	1781	1	1.0
PB1	550	1985	1	1.0
PB1	551	1807	1	1.0
PB1	552	1496	1	1.0
PB1	552	1686	1	1.0
PB1	552	1694	1	1.0
PB1	552	1837	1	1.0
PB1	552	1849	1	1.0
PB1	552	1904	1	1.0
PB1	554	1788	1	1.0
PB1	554	1798	1	1.0
PB1	554	1800	1	1.0
PB1	556	1799	1	1.0
PB1	556	1800	1	1.0
PB1	557	1630	1	1.0
PB1	557	1717	1	1.0
PB1	558	1655	1	1.0
PB1	558	1666	1	1.0
PB1	558	1800	1	1.0
PB1	559	612	1	1.0
PB1	559	1681	1	1.0
PB1	559	1689	1	1.0
PB1	559	1776	1	1.0
PB1	559	1813	1	1.0
PB1	562	1796	1	1.0
PB1	563	1678	1	1.0
PB1	563	1790	1	1.0
PB1	564	1666	1	1.0
PB1	565	1941	1	1.0
PB1	567	1671	1	1.0
PB1	569	1883	1	1.0
PB1	574	675	1	1.0
PB1	574	1644	1	1.0
PB1	574	1678	1	1.0
PB1	575	1664	1	1.0
PB1	575	1719	1	1.0
PB1	575	1748	1	1.0
PB1	575	1784	1	1.0
PB1	575	1807	1	1.0
PB1	576	1666	1	1.0
PB1	576	1751	1	1.0
PB1	576	1822	1	1.0
PB1	577	1317	1	1.0
PB1	577	1666	1	1.0
PB1	577	1671	1	1.0
PB1	577	1811	1	1.0
PB1	578	699	1	1.0
PB1	578	1764	1	1.0
PB1	579	1570	1	1.0
PB1	579	1725	1	1.0
PB1	580	1653	1	1.0
PB1	580	1654	1	1.0
PB1	580	1773	1	1.0
PB1	581	1663	1	1.0
PB1	581	1675	1	1.0
PB1	582	1572	1	1.0
PB1	582	1710	1	1.0
PB1	583	1553	1	1.0
PB1	583	1587	1	1.0
PB1	583	1800	1	1.0
PB1	584	738	1	1.0
PB1	584	1598	1	1.0
PB1	585	1548	1	1.0
PB1	585	1778	1	1.0
PB1	585	1779	1	1.0
PB1	585	1786	1	1.0
PB1	586	1637	1	1.0
PB1	586	1730	1	1.0
PB1	588	1580	1	1.0
PB1	588	1635	1	1.0
PB1	588	1654	1	1.0
PB1	588	1655	1	1.0
PB1	588	1755	1	1.0
PB1	588	1757	1	1.0
PB1	588	1981	1	1.0
PB1	589	1556	1	1.0
PB1	589	1654	1	1.0
PB1	589	1704	1	1.0
PB1	589	1769	1	1.0
PB1	589	1831	1	1.0
PB1	590	1608	1	1.0
PB1	590	1652	1	1.0
PB1	591	2249	1	1.0
PB1	594	1775	1	1.0
PB1	596	1484	1	1.0
PB1	596	1695	1	1.0
PB1	597	1718	1	1.0
PB1	599	1568	1	1.0
PB1	599	1749	1	1.0
PB1	600	1642	1	1.0
PB1	601	1523	1	1.0
PB1	601	1755	1	1.0
PB1	601	1756	1	1.0
PB1	602	2147	1	1.0
PB1	603	1714	1	1.0
PB1	605	1738	1	1.0
PB1	607	1533	1	1.0
PB1	607	1534	1	1.0
PB1	607	1553	1	1.0
PB1	607	1696	1	1.0
PB1	608	1540	1	1.0
PB1	608	1637	1	1.0
PB1	608	1759	1	1.0
PB1	608	2107	1	1.0
PB1	610	1533	1	1.0
PB1	610	1585	1	1.0
PB1	610	1590	1	1.0
PB1	611	1630	1	1.0
PB1	612	1629	1	1.0
PB1	612	1740	1	1.0
PB1	613	1869	1	1.0
PB1	615	1686	1	1.0
PB1	617	1428	1	1.0
PB1	619	1627	1	1.0
PB1	620	1799	1	1.0
PB1	620	2131	1	1.0
PB1	621	1548	1	1.0
PB1	621	1627	1	1.0
PB1	621	1689	1	1.0
PB1	622	1522	1	1.0
PB1	622	1894	1	1.0
PB1	623	1584	1	1.0
PB1	623	1624	1	1.0
PB1	623	1625	1	1.0
PB1	624	1672	1	1.0
PB1	626	1608	1	1.0
PB1	626	1626	1	1.0
PB1	626	1746	1	1.0
PB1	628	2037	1	1.0
PB1	630	1585	1	1.0
PB1	630	1603	1	1.0
PB1	631	1570	1	1.0
PB1	631	1622	1	1.0
PB1	631	1626	1	1.0
PB1	631	1651	1	1.0
PB1	631	1730	1	1.0
PB1	631	1736	1	1.0
PB1	632	1606	1	1.0
PB1	632	1705	1	1.0
PB1	634	1563	1	1.0
PB1	634	1672	1	1.0
PB1	634	1932	1	1.0
PB1	636	1569	1	1.0
PB1	636	1764	1	1.0
PB1	638	1715	1	1.0
PB1	639	1731	1	1.0
PB1	640	1816	1	1.0
PB1	645	1587	1	1.0
PB1	648	1557	1	1.0
PB1	648	1562	1	1.0
PB1	649	1693	1	1.0
PB1	650	1558	1	1.0
PB1	650	1599	1	1.0
PB1	651	1496	1	1.0
PB1	651	1621	1	1.0
PB1	651	1668	1	1.0
PB1	652	1559	1	1.0
PB1	654	1474	1	1.0
PB1	654	1569	1	1.0
PB1	655	1405	1	1.0
PB1	655	1487	1	1.0
PB1	655	1491	1	1.0
PB1	655	1559	1	1.0
PB1	655	1562	1	1.0
PB1	655	1575	1	1.0
PB1	655	1997	1	1.0
PB1	656	1507	1	1.0
PB1	656	1533	1	1.0
PB1	656	1584	1	1.0
PB1	656	1676	1	1.0
PB1	656	1704	1	1.0
PB1	656	2004	1	1.0
PB1	657	1440	1	1.0
PB1	657	1599	1	1.0
PB1	657	1623	1	1.0
PB1	657	1627	1	1.0
PB1	657	1953	1	1.0
PB1	659	1622	1	1.0
PB1	659	1637	1	1.0
PB1	659	1687	1	1.0
PB1	659	2077	1	1.0
PB1	660	1618	1	1.0
PB1	662	1606	1	1.0
PB1	663	1567	1	1.0
PB1	663	1604	1	1.0
PB1	665	1654	1	1.0
PB1	665	1666	1	1.0
PB1	665	1798	1	1.0
PB1	665	1800	1	1.0
PB1	666	1527	1	1.0
PB1	667	1682	1	1.0
PB1	669	1592	1	1.0
PB1	669	1628	1	1.0
PB1	670	744	1	1.0
PB1	670	1540	1	1.0
PB1	670	1573	1	1.0
PB1	670	1582	1	1.0
PB1	670	1693	1	1.0
PB1	670	1695	1	1.0
PB1	671	1459	1	1.0
PB1	671	1556	1	1.0
PB1	671	1569	1	1.0
PB1	671	1599	1	1.0
PB1	672	1562	1	1.0
PB1	672	1580	1	1.0
PB1	673	1577	1	1.0
PB1	673	1681	1	1.0
PB1	673	1713	1	1.0
PB1	674	1566	1	1.0
PB1	674	1569	1	1.0
PB1	674	1612	1	1.0
PB1	677	713	1	1.0
PB1	677	1619	1	1.0
PB1	678	1576	1	1.0
PB1	678	1589	1	1.0
PB1	681	1308	1	1.0
PB1	681	1572	1	1.0
PB1	681	1680	1	1.0
PB1	682	1593	1	1.0
PB1	683	1674	1	1.0
PB1	685	1687	1	1.0
PB1	685	1689	1	1.0
PB1	687	1567	1	1.0
PB1	687	1669	1	1.0
PB1	687	1919	1	1.0
PB1	688	1374	1	1.0
PB1	688	1521	1	1.0
PB1	688	1563	1	1.0
PB1	688	1666	1	1.0
PB1	688	1667	1	1.0
PB1	688	1855	1	1.0
PB1	689	1533	1	1.0
PB1	689	1595	1	1.0
PB1	689	1637	1	1.0
PB1	689	1678	1	1.0
PB1	689	1687	1	1.0
PB1	690	785	1	1.0
PB1	690	1566	1	1.0
PB1	692	1704	1	1.0
PB1	692	2077	1	1.0
PB1	693	1606	1	1.0
PB1	694	1554	1	1.0
PB1	694	1946	1	1.0
PB1	696	1496	1	1.0
PB1	697	1447	1	1.0
PB1	697	1515	1	1.0
PB1	697	1559	1	1.0
PB1	698	1685	1	1.0
PB1	698	1743	1	1.0
PB1	698	1937	1	1.0
PB1	700	1666	1	1.0
PB1	701	1666	1	1.0
PB1	702	1666	1	1.0
PB1	703	1807	1	1.0
PB1	704	1433	1	1.0
PB1	704	1593	1	1.0
PB1	705	1687	1	1.0
PB1	706	1567	1	1.0
PB1	706	1677	1	1.0
PB1	706	1686	1	1.0
PB1	707	1549	1	1.0
PB1	707	1667	1	1.0
PB1	709	1674	1	1.0
PB1	711	1568	1	1.0
PB1	712	1537	1	1.0
PB1	714	1541	1	1.0
PB1	715	1565	1	1.0
PB1	715	1920	1	1.0
PB1	716	1498	1	1.0
PB1	719	1497	1	1.0
PB1	721	1922	1	1.0
PB1	723	1540	1	1.0
PB1	723	1543	1	1.0
PB1	723	1928	1	1.0
PB1	724	1533	1	1.0
PB1	724	1653	1	1.0
PB1	724	1678	1	1.0
PB1	725	1894	1	1.0
PB1	726	1666	1	1.0
PB1	727	1653	1	1.0
PB1	729	1537	1	1.0
PB1	730	1507	1	1.0
PB1	731	1470	1	1.0
PB1	731	1490	1	1.0
PB1	732	1460	1	1.0
PB1	736	1540	1	1.0
PB1	736	1755	1	1.0
PB1	737	1527	1	1.0
PB1	737	1644	1	1.0
PB1	738	1418	1	1.0
PB1	739	1951	1	1.0
PB1	745	1893	1	1.0
PB1	751	1438	1	1.0
PB1	751	1492	1	1.0
PB1	752	1608	1	1.0
PB1	752	1764	1	1.0
PB1	753	1526	1	1.0
PB1	753	1789	1	1.0
PB1	753	1932	1	1.0
PB1	755	1545	1	1.0
PB1	758	1611	1	1.0
PB1	760	1537	1	1.0
PB1	760	1603	1	1.0
PB1	761	1473	1	1.0
PB1	761	1612	1	1.0
PB1	761	1617	1	1.0
PB1	761	1630	1	1.0
PB1	761	2022	1	1.0
PB1	762	1522	1	1.0
PB1	763	1626	1	1.0
PB1	763	1627	1	1.0
PB1	764	1629	1	1.0
PB1	766	1524	1	1.0
PB1	768	1516	1	1.0
PB1	769	1607	1	1.0
PB1	772	1619	1	1.0
PB1	773	1522	1	1.0
PB1	773	2035	1	1.0
PB1	774	1743	1	1.0
PB1	774	1769	1	1.0
PB1	774	1811	1	1.0
PB1	774	1893	1	1.0
PB1	775	1423	1	1.0
PB1	778	1600	1	1.0
PB1	781	1512	1	1.0
PB1	781	1606	1	1.0
PB1	781	1801	1	1.0
PB1	782	1521	1	1.0
PB1	783	1449	1	1.0
PB1	786	1514	1	1.0
PB1	790	1473	1	1.0
PB1	790	1513	1	1.0
PB1	793	1537	1	1.0
PB1	794	1567	1	1.0
PB1	795	1514	1	1.0
PB1	797	1489	1	1.0
PB1	799	1447	1	1.0
PB1	801	1610	1	1.0
PB1	804	1468	1	1.0
PB1	804	1581	1	1.0
PB1	806	1523	1	1.0
PB1	807	1497	1	1.0
PB1	809	1476	1	1.0
PB1	814	1568	1	1.0
PB1	814	1849	1	1.0
PB1	816	1029	1	1.0
PB1	817	1931	1	1.0
PB1	819	2083	1	1.0
PB1	822	923	1	1.0
PB1	826	1433	1	1.0
PB1	826	1607	1	1.0
PB1	826	2066	1	1.0
PB1	842	1441	1	1.0
PB1	846	1298	1	1.0
PB1	862	1488	1	1.0
PB1	864	1545	1	1.0
PB1	867	1704	1	1.0
PB1	868	1550	1	1.0
PB1	871	1323	1	1.0
PB1	874	1534	1	1.0
PB1	882	1468	1	1.0
PB1	890	1410	1	1.0
PB1	899	1910	1	1.0
PB1	943	1798	1	1.0
PB1	944	1595	1	1.0
PB1	980	1205	1	1.0
PB1	1003	1095	1	1.0
PB1	1007	1133	1	1.0
PB1	1007	2193	1	1.0
PB1	1061	1983	1	1.0
PB1	1067	1670	1	1.0
PB1	1072	1858	1	1.0
PB1	1072	1955	1	1.0
PB1	1080	2102	1	1.0
PB1	1093	1994	1	1.0
PB1	1101	2135	1	1.0
PB1	1107	1753	1	1.0
PB1	1177	1842	1	1.0
PB1	1182	1975	1	1.0
PB1	1186	2069	1	1.0
PB1	1192	2199	1	1.0
PB1	1296	1837	1	1.0
PB1	1333	1441	1	1.0
PB1	1380	2055	1	1.0
PB1	1389	2058	1	1.0
PB1	1392	2149	1	1.0
PB1	1398	2051	1	1.0
PB1	1401	1480	1	1.0
PB1	1406	1856	1	1.0
PB1	1461	1844	1	1.0
PB1	1571	1699	1	1.0
PB1	1610	1685	1	1.0
PB1	1613	1693	1	1.0
PB1	1682	1717	1	1.0
PB1	1692	1747	1	1.0
PB1	1693	1737	1	1.0
PB1	1719	1744	1	1.0
PB1	1740	1763	1	1.0
PB1	1752	2003	1	1.0
PB1	1761	1981	1	1.0
PB1	1762	1818	1	1.0
PB1	1766	2101	1	1.0
PB1	1774	2095	1	1.0
PB1	1782	1910	1	1.0
PB1	1783	1813	1	1.0
PB1	1783	1902	1	1.0
PB1	1783	2223	1	1.0
PB1	1784	1812	1	1.0
PB1	1790	1812	1	1.0
PB1	1795	1823	1	1.0
PB1	1811	1900	1	1.0
PB1	1816	1928	1	1.0
PB1	1818	1991	1	1.0
PB1	1830	2037	1	1.0
PB1	1838	1943	1	1.0
PB1	1844	2036	1	1.0
PB1	1849	2037	1	1.0
PB1	1849	2142	1	1.0
PB1	1850	1894	1	1.0
PB1	1850	1903	1	1.0
PB1	1852	1929	1	1.0
PB1	1853	1892	1	1.0
PB1	1853	2123	1	1.0
PB1	1854	1923	1	1.0
PB1	1860	1989	1	1.0
PB1	1864	1892	1	1.0
PB1	1864	1901	1	1.0
PB1	1864	1911	1	1.0
PB1	1865	1910	1	1.0
PB1	1868	1911	1	1.0
PB1	1868	1982	1	1.0
PB1	1872	1920	1	1.0
PB1	1874	1910	1	1.0
PB1	1875	1902	1	1.0
PB1	1889	1919	1	1.0
PB1	1892	2124	1	1.0
PB1	1892	2154	1	1.0
PB1	1918	1946	1	1.0
PB1	1927	2003	1	1.0
PB1	1934	1965	1	1.0
PB1	1936	2068	1	1.0
PB1	1940	2006	1	1.0
PB1	1940	2008	1	1.0
PB1	1940	2046	1	1.0
PB1	1943	1965	1	1.0
PB1	1945	1986	1	1.0
PB1	1945	2036	1	1.0
PB1	1947	2013	1	1.0
PB1	1948	1987	1	1.0
PB1	1948	2004	1	1.0
PB1	1948	2041	1	1.0
PB1	1948	2250	1	1.0
PB1	1950	1981	1	1.0
PB1	1951	2004	1	1.0
PB1	1951	2037	1	1.0
PB1	1953	1979	1	1.0
PB1	1953	2036	1	1.0
PB1	1955	1999	1	1.0
PB1	1962	2121	1	1.0
PB1	1963	2003	1	1.0
PB1	1964	1989	1	1.0
PB1	1966	2161	1	1.0
PB1	1970	2186	1	1.0
PB1	1973	2046	1	1.0
PB1	1974	2049	1	1.0
PB1	1979	2006	1	1.0
PB1	1979	2048	1	1.0
PB1	1979	2083	1	1.0
PB1	1980	2024	1	1.0
PB1	1981	2032	1	1.0
PB1	1983	2016	1	1.0
PB1	1985	2014	1	1.0
PB1	1985	2031	1	1.0
PB1	1987	2036	1	1.0
PB1	1987	2038	1	1.0
PB1	1988	2081	1	1.0
PB1	1990	2036	1	1.0
PB1	1991	2067	1	1.0
PB1	2000	2043	1	1.0
PB1	2004	2040	1	1.0
PB1	2005	2042	1	1.0
PB1	2007	2043	1	1.0
PB1	2012	2082	1	1.0
PB1	2013	2041	1	1.0
PB1	2013	2102	1	1.0
PB1	2020	2086	1	1.0
PB1	2021	2091	1	1.0
PB1	2022	2049	1	1.0
PB1	2022	2101	1	1.0
PB1	2022	2106	1	1.0
PB1	2023	2161	1	1.0
PB1	2024	2048	1	1.0
PB1	2026	2159	1	1.0
PB1	2028	2178	1	1.0
PB1	2035	2101	1	1.0
PB1	2035	2134	1	1.0
PB1	2036	2060	1	1.0
PB1	2036	2068	1	1.0
PB1	2036	2121	1	1.0
PB1	2036	2154	1	1.0
PB1	2040	2101	1	1.0
PB1	2040	2158	1	1.0
PB1	2058	2102	1	1.0
PB1	2067	2102	1	1.0
PB1	2072	2159	1	1.0
PB1	2075	2099	1	1.0
PB1	2075	2101	1	1.0
PB1	2076	2168	1	1.0
PB1	2077	2161	1	1.0
PB1	2079	2106	1	1.0
PB1	2079	2120	1	1.0
PB1	2079	2249	1	1.0
PB1	2081	2144	1	1.0
PB1	2082	2109	1	1.0
PB1	2082	2121	1	1.0
PB1	2086	2122	1	1.0
PB1	2086	2158	1	1.0
PB1	2090	2120	1	1.0
PB1	2090	2137	1	1.0
PB1	2090	2153	1	1.0
PB1	2091	2214	1	1.0
PB1	2093	2120	1	1.0
PB1	2093	2141	1	1.0
PB1	2093	2153	1	1.0
PB1	2094	2145	1	1.0
PB1	2094	2160	1	1.0
PB1	2096	2133	1	1.0
PB1	2096	2154	1	1.0
PB1	2100	2146	1	1.0
PB1	2100	2156	1	1.0
PB1	2101	2133	1	1.0
PB1	2101	2146	1	1.0
PB1	2102	2161	1	1.0
PB1	2102	2175	1	1.0
PB1	2107	2134	1	1.0
PB1	2108	2154	1	1.0
PB1	2109	2133	1	1.0
PB1	2110	2251	1	1.0
PB1	2111	2158	1	1.0
PB1	2119	2159	1	1.0
PB1	2119	2161	1	1.0
PB1	2119	2162	1	1.0
PB1	2119	2173	1	1.0
PB1	2119	2192	1	1.0
PB1	2120	2148	1	1.0
PB1	2120	2168	1	1.0
PB1	2120	2216	1	1.0
PB1	2120	2250	1	1.0
PB1	2121	2179	1	1.0
PB1	2121	2251	1	1.0
PB1	2123	2157	1	1.0
PB1	2128	2154	1	1.0
PB1	2129	2158	1	1.0
PB1	2130	2250	1	1.0
PB1	2131	2192	1	1.0
PB1	2134	2159	1	1.0
PB1	2136	2160	1	1.0
PB1	2136	2170	1	1.0
PB1	2137	2169	1	1.0
PB1	2137	2178	1	1.0
PB1	2137	2251	1	1.0
PB1	2140	2170	1	1.0
PB1	2140	2248	1	1.0
PB1	2143	2183	1	1.0
PB1	2143	2249	1	1.0
PB1	2144	2177	1	1.0
PB1	2144	2190	1	1.0
PB1	2144	2202	1	1.0
PB1	2146	2250	1	1.0
PB1	2152	2189	1	1.0
PB1	2152	2213	1	1.0
PB1	2152	2248	1	1.0
PB1	2156	2178	1	1.0
PB1	2157	2222	1	1.0
PB1	2158	2186	1	1.0
PB1	2161	2202	1	1.0
PB1	2166	2189	1	1.0
PB1	2170	2249	1	1.0
PB1	2170	2257	1	1.0
PB1	2171	2215	1	1.0
PB1	2172	2249	1	1.0
PB1	2173	2214	1	1.0
PB1	2176	2231	1	1.0
PB1	2184	2249	1	1.0
PB1	2197	2250	1	1.0
PB1	2200	2222	1	1.0
PB1	2201	2248	1	1.0
PB1	2202	2250	1	1.0
PB1	2208	2230	1	1.0
PB1	2212	2252	1	1.0
PB1	2214	2248	1	1.0
PB1	2215	2250	1	1.0
PB1	2223	2291	1	1.0
PB1	2224	2248	1	1.0
PB1	2225	2250	1	1.0
PB1	2225	2251	1	1.0
PB2	43	2073	1	1.0
PB2	46	1026	1	1.0
PB2	46	1805	1	1.0
PB2	47	111	1	1.0
PB2	48	91	1	1.0
PB2	48	1975	1	1.0
PB2	55	220	1	1.0
PB2	56	1875	1	1.0
PB2	56	2229	1	1.0
PB2	56	2233	1	1.0
PB2	59	2205	1	1.0
PB2	60	103	1	1.0
PB2	64	1884	1	1.0
PB2	71	1627	1	1.0
PB2	76	2256	1	1.0
PB2	83	1955	1	1.0
PB2	83	2102	1	1.0
PB2	83	2176	1	1.0
PB2	84	118	1	1.0
PB2	84	1894	1	1.0
PB2	84	1943	1	1.0
PB2	85	1656	1	1.0
PB2	85	1942	1	1.0
PB2	85	2029	1	1.0
PB2	86	109	1	1.0
PB2	86	117	1	1.0
PB2	86	121	1	1.0
PB2	86	1672	1	1.0
PB2	86	2000	1	1.0
PB2	87	1935	1	1.0
PB2	87	2046	1	1.0
PB2	87	2107	1	1.0
PB2	88	1383	1	1.0
PB2	88	1967	1	1.0
PB2	88	2088	1	1.0
PB2	89	1985	1	1.0
PB2	89	1986	1	1.0
PB2	89	2259	1	1.0
PB2	90	2001	1	1.0
PB2	90	2146	1	1.0
PB2	90	2212	1	1.0
PB2	91	1947	1	1.0
PB2	91	2048	1	1.0
PB2	91	2153	1	1.0
PB2	91	2231	1	1.0
PB2	91	2236	1	1.0
PB2	92	1593	1	1.0
PB2	92	1835	1	1.0
PB2	92	2160	1	1.0
PB2	92	2164	1	1.0
PB2	92	2259	1	1.0
PB2	93	2018	1	1.0
PB2	96	1962	1	1.0
PB2	97	2152	1	1.0
PB2	98	2140	1	1.0
PB2	99	129	1	1.0
PB2	99	1680	1	1.0
PB2	101	1803	1	1.0
PB2	101	1816	1	1.0
PB2	101	2151	1	1.0
PB2	103	1668	1	1.0
PB2	103	2089	1	1.0
PB2	103	2092	1	1.0
PB2	104	1597	1	1.0
PB2	104	1954	1	1.0
PB2	104	2088	1	1.0
PB2	107	1672	1	1.0
PB2	107	2048	1	1.0
PB2	108	1980	1	1.0
PB2	108	2100	1	1.0
PB2	108	2105	1	1.0
PB2	109	131	1	1.0
PB2	109	1183	1	1.0
PB2	109	1842	1	1.0
PB2	109	2119	1	1.0
PB2	109	2152	1	1.0
PB2	109	2159	1	1.0
PB2	109	2179	1	1.0
PB2	110	1998	1	1.0
